especie,lon,lat,pais,estado,data_evento,tipo_registro,instituicao,colecao,numero_catalogo,incerteza_m,fonte
"Bradypus variegatus Schinz, 1825",-74.11753,-5.035302,Peru,Loreto,2019-06-26T15:50,HUMAN_OBSERVATION,iNaturalist,Observations,28186787,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.054591,-0.01071,Ecuador,Pichincha,2019-06-23,HUMAN_OBSERVATION,iNaturalist,Observations,28518522,244,GBIF
"Bradypus variegatus Schinz, 1825",-84.144242,9.386713,Costa Rica,Puntarenas,2019-06-14T11:48,HUMAN_OBSERVATION,iNaturalist,Observations,28533731,NA,GBIF
"Bradypus variegatus Schinz, 1825",-82.454304,9.295065,Panama,Bocas del Toro,2019-06-17T13:27:57,HUMAN_OBSERVATION,iNaturalist,Observations,28582851,793,GBIF
"Bradypus variegatus trivittatus Cornalia, 1849",-48.444298,-1.425962,Brazil,Pará,2019-06-21T11:10,HUMAN_OBSERVATION,iNaturalist,Observations,27470915,211,GBIF
"Bradypus variegatus Schinz, 1825",-76.052243,-0.547727,Ecuador,Orellana,2019-06-28T05:17:35,HUMAN_OBSERVATION,iNaturalist,Observations,28455128,64,GBIF
"Bradypus variegatus Schinz, 1825",-73.641725,-4.559967,Peru,Loreto,2019-06-29T13:10,HUMAN_OBSERVATION,iNaturalist,Observations,28701240,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.566245,8.977018,Panama,Panamá,2019-06-06T09:46,HUMAN_OBSERVATION,iNaturalist,Observations,29360142,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.717368,9.132015,Panama,Colón,2019-06-07T15:05,HUMAN_OBSERVATION,iNaturalist,Observations,30591382,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.125,10.417213,Costa Rica,Heredia,2019-06-21T16:26:02Z,HUMAN_OBSERVATION,iNaturalist,Observations,27712085,5,GBIF
"Bradypus variegatus Schinz, 1825",-76.464248,-0.472496,Ecuador,Sucumbios,2019-06-09T17:21,HUMAN_OBSERVATION,iNaturalist,Observations,35957168,31,GBIF
"Bradypus variegatus Schinz, 1825",-84.755946,10.487945,Costa Rica,Alajuela,2019-06-25T12:14,HUMAN_OBSERVATION,iNaturalist,Observations,44775056,239,GBIF
"Bradypus variegatus Schinz, 1825",-76.199676,-8.32e-4,Ecuador,Sucumbios,2019-06-27T20:09,HUMAN_OBSERVATION,iNaturalist,Observations,51173343,122,GBIF
"Bradypus variegatus Schinz, 1825",-76.426618,-0.494911,Ecuador,Orellana,2019-06-07,HUMAN_OBSERVATION,NA,NA,NA,100,GBIF
"Bradypus variegatus Schinz, 1825",-83.881508,9.27008,Costa Rica,Puntarenas,2019-06-17,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-83.881508,9.27006,Costa Rica,Puntarenas,2019-06-16,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-79.549019,8.992861,Panama,Panama,2019-06-30,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.000335,10.587475,Costa Rica,Heredia,2019-06-02T19:49,HUMAN_OBSERVATION,iNaturalist,Observations,65452508,31189,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-42.652839,-22.462681,Brazil,Rio de Janeiro,2019-06-28T11:03,HUMAN_OBSERVATION,iNaturalist,Observations,36924027,10318,GBIF
"Bradypus variegatus Schinz, 1825",-79.902145,8.902475,Panama,Panamá Oeste,2019-06-19T11:46:22,HUMAN_OBSERVATION,iNaturalist,Observations,79818960,90,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-46.625425,-23.639804,Brazil,São Paulo,2019-06-12T15:48,HUMAN_OBSERVATION,iNaturalist,Observations,107755920,8,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-46.292424,-23.773075,Brazil,São Paulo,2019-06-26T14:19,HUMAN_OBSERVATION,iNaturalist,Observations,107755331,15,GBIF
"Bradypus variegatus Schinz, 1825",-84.346855,9.941069,Costa Rica,Alajuela,2019-06-09T15:59,HUMAN_OBSERVATION,iNaturalist,Observations,185053047,122,GBIF
"Bradypus variegatus Schinz, 1825",-75.8995,-0.6274,Ecuador,NA,2019-06-02,HUMAN_OBSERVATION,MAATE,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-69.135697,-12.605017,Peru,Madre de Dios,2019-06-17T20:11,HUMAN_OBSERVATION,iNaturalist,Observations,180528905,209,GBIF
"Bradypus variegatus Schinz, 1825",-84.665588,10.435865,Costa Rica,Alajuela,2019-06-05T02:30,HUMAN_OBSERVATION,iNaturalist,Observations,249661211,995,GBIF
"Bradypus variegatus Schinz, 1825",-73.30889,-4.101358,Peru,Loreto,2019-06-25T14:20,HUMAN_OBSERVATION,iNaturalist,Observations,263419343,368,GBIF
"Bradypus variegatus Schinz, 1825",-84.062651,9.222967,Costa Rica,Puntarenas,2019-06-15T06:49:01,HUMAN_OBSERVATION,iNaturalist,Observations,330614239,31245,GBIF
"Bradypus variegatus Schinz, 1825",-77.985895,8.467228,Panama,Darién,2019-07-02T12:18:18,HUMAN_OBSERVATION,iNaturalist,Observations,28103166,50,GBIF
"Bradypus variegatus Schinz, 1825",-84.143333,9.386125,Costa Rica,Puntarenas,2019-07-02T08:55:17Z,HUMAN_OBSERVATION,iNaturalist,Observations,28114032,5,GBIF
"Bradypus variegatus Schinz, 1825",-83.318069,8.410883,Costa Rica,Puntarenas,2019-07-12T14:49:47Z,HUMAN_OBSERVATION,iNaturalist,Observations,28693331,NA,GBIF
"Bradypus variegatus Schinz, 1825",-64.903847,-14.835318,Bolivia (Plurinational State of),El Beni,2019-07-06T13:17,HUMAN_OBSERVATION,iNaturalist,Observations,28961189,4,GBIF
"Bradypus variegatus Schinz, 1825",-64.904496,-14.834782,Bolivia (Plurinational State of),El Beni,2019-07-06T13:11,HUMAN_OBSERVATION,iNaturalist,Observations,28961273,4,GBIF
"Bradypus variegatus Schinz, 1825",-64.904065,-14.83533,Bolivia (Plurinational State of),El Beni,2019-07-06T13:02,HUMAN_OBSERVATION,iNaturalist,Observations,28961131,4,GBIF
"Bradypus variegatus Schinz, 1825",-79.587547,9.03162,Panama,Panamá,2019-07-14T09:28,HUMAN_OBSERVATION,iNaturalist,Observations,29089178,31,GBIF
"Bradypus variegatus Schinz, 1825",-85.243325,10.858404,Costa Rica,Alajuela,2019-07-23T21:57:45,HUMAN_OBSERVATION,iNaturalist,Observations,29466888,57,GBIF
"Bradypus variegatus Schinz, 1825",-82.256245,9.351461,Panama,Bocas del Toro,2019-07-28T13:52,HUMAN_OBSERVATION,iNaturalist,Observations,29755137,4,GBIF
"Bradypus variegatus Schinz, 1825",-82.25625,9.351439,Panama,Bocas del Toro,2019-07-28T14:26,HUMAN_OBSERVATION,iNaturalist,Observations,29755457,2,GBIF
"Bradypus variegatus Schinz, 1825",-75.251734,-0.614761,Ecuador,Sucumbios,2019-07-30T16:33:07,HUMAN_OBSERVATION,iNaturalist,Observations,30069090,54326,GBIF
"Bradypus variegatus Schinz, 1825",-83.703151,9.27396,Costa Rica,San José,2019-07-31T09:41,HUMAN_OBSERVATION,iNaturalist,Observations,31093044,4,GBIF
"Bradypus variegatus Schinz, 1825",-64.904112,-14.834613,Bolivia (Plurinational State of),El Beni,2019-07-06T13:17,HUMAN_OBSERVATION,iNaturalist,Observations,29827767,8,GBIF
"Bradypus variegatus Schinz, 1825",-84.142975,9.384753,Costa Rica,Puntarenas,2019-07-05T09:21,HUMAN_OBSERVATION,iNaturalist,Observations,32992288,5,GBIF
"Bradypus variegatus Schinz, 1825",-77.820995,8.304507,Panama,Darién,2019-07-31T16:25,HUMAN_OBSERVATION,iNaturalist,Observations,33399316,3906,GBIF
"Bradypus variegatus Schinz, 1825",-84.651299,10.471433,Costa Rica,Alajuela,2019-07-09T13:09:38,HUMAN_OBSERVATION,iNaturalist,Observations,33444063,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.677882,9.2082,Panama,Colón,2019-07-20T11:02,HUMAN_OBSERVATION,iNaturalist,Observations,37370566,3906,GBIF
"Bradypus variegatus Schinz, 1825",-77.651265,8.318127,Panama,Emberá,2019-07-15T10:17,HUMAN_OBSERVATION,iNaturalist,Observations,37370334,25247,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-44.572123,-22.491293,Brazil,Rio de Janeiro,2019-07-31T10:42:31,HUMAN_OBSERVATION,iNaturalist,Observations,38058931,8415,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-63.070227,-17.765713,Bolivia (Plurinational State of),Santa Cruz,2019-07-18T12:56,HUMAN_OBSERVATION,iNaturalist,Observations,38066344,207,GBIF
"Bradypus variegatus Schinz, 1825",-76.1853,-0.007226,Ecuador,Sucumbios,2019-07-13T07:07,HUMAN_OBSERVATION,iNaturalist,Observations,39619455,122,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-63.190349,-17.792605,Bolivia (Plurinational State of),Santa Cruz,2019-07-22T19:58,HUMAN_OBSERVATION,iNaturalist,Observations,41176922,15625,GBIF
"Bradypus variegatus Schinz, 1825",-76.184441,-0.005681,Ecuador,Sucumbios,2019-07-15T06:22,HUMAN_OBSERVATION,iNaturalist,Observations,39669977,122,GBIF
"Bradypus variegatus Schinz, 1825",-82.582124,9.356146,Panama,Bocas del Toro,2019-07-23T18:43,HUMAN_OBSERVATION,iNaturalist,Observations,45006880,31,GBIF
"Bradypus variegatus Schinz, 1825",-79.649168,9.077609,Panama,Panamá,2019-07-28T12:50,HUMAN_OBSERVATION,iNaturalist,Observations,47177778,210,GBIF
"Bradypus variegatus Schinz, 1825",-82.158035,9.273288,Panama,Bocas del Toro,2019-07-12,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-63.067051,-17.787479,Bolivia (Plurinational State of),Santa Cruz,2019-07-18,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-83.352112,10.029611,Costa Rica,Limón,2019-07-30,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.150692,9.401302,Costa Rica,Puntarenas,2019-07-10,HUMAN_OBSERVATION,NA,NA,NA,100,GBIF
"Bradypus variegatus Schinz, 1825",-82.401787,9.25035,Panama,Bocas del Toro,2019-07-10,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-83.356155,10.008338,Costa Rica,Limón,2019-07-09,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-83.503403,10.537116,Costa Rica,Limón,2019-07-28,HUMAN_OBSERVATION,NA,NA,NA,10,GBIF
"Bradypus variegatus Schinz, 1825",-79.725151,9.138673,Panama,Colón,2019-07-05,HUMAN_OBSERVATION,NA,NA,NA,100,GBIF
"Bradypus variegatus Schinz, 1825",-84.003807,10.431769,Costa Rica,Heredia,2019-07-17,HUMAN_OBSERVATION,NA,NA,NA,10,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-42.868008,-20.755371,Brazil,Minas Gerais,2019-07-19T16:50,HUMAN_OBSERVATION,iNaturalist,Observations,55990836,9,GBIF
"Bradypus variegatus Schinz, 1825",-84.95539,10.654976,Costa Rica,Alajuela,2019-07-31T13:29:47,HUMAN_OBSERVATION,iNaturalist,Observations,64964216,11094,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-43.283175,-22.971753,Brazil,Rio de Janeiro,2019-07-30T11:55,HUMAN_OBSERVATION,iNaturalist,Observations,66759937,2069,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-43.283175,-22.971753,Brazil,Rio de Janeiro,2019-07-20T10:55,HUMAN_OBSERVATION,iNaturalist,Observations,66759311,1365,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-43.283175,-22.971753,Brazil,Rio de Janeiro,2019-07-21T09:40,HUMAN_OBSERVATION,iNaturalist,Observations,66759320,1365,GBIF
"Bradypus variegatus Schinz, 1825",-72.91684,-3.257231,Peru,Loreto,2019-07-03T15:00:36,HUMAN_OBSERVATION,iNaturalist,Observations,29424199,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.591716,8.89999,Panama,Panamá Oeste,2019-07-18T13:51,HUMAN_OBSERVATION,iNaturalist,Observations,29104392,22,GBIF
"Bradypus variegatus Schinz, 1825",-84.144051,9.38201,Costa Rica,Puntarenas,2019-07-30,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.14299,9.385694,Costa Rica,Puntarenas,2019-07-30,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.142525,9.382145,Costa Rica,Puntarenas,2019-07-30,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-83.610748,8.809376,Costa Rica,Puntarenas,2019-07-28,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-70.37952,-3.772589,Colombia,Amazonas,2019-07-22T05:21:42,HUMAN_OBSERVATION,iNaturalist,Observations,149748495,1392,GBIF
"Bradypus variegatus Schinz, 1825",-67.146643,-14.206569,Bolivia (Plurinational State of),El Beni,2019-07-09T12:05,HUMAN_OBSERVATION,iNaturalist,Observations,166485759,39473,GBIF
"Bradypus variegatus Schinz, 1825",-83.284864,8.400258,Costa Rica,Puntarenas,2019-07-07T19:01,HUMAN_OBSERVATION,iNaturalist,Observations,198271258,37,GBIF
"Bradypus variegatus Schinz, 1825",-83.502355,10.542484,Costa Rica,Limón,2019-07-30,HUMAN_OBSERVATION,iNaturalist,Observations,198051415,1123,GBIF
"Bradypus variegatus Schinz, 1825",-84.084814,9.465407,Costa Rica,Puntarenas,2019-07-14T19:21:19,HUMAN_OBSERVATION,iNaturalist,Observations,279537354,28641,GBIF
"Bradypus variegatus Schinz, 1825",-84.145133,9.39053,Costa Rica,Puntarenas,2019-07-13T07:21:04,HUMAN_OBSERVATION,iNaturalist,Observations,279535725,5,GBIF
"Bradypus variegatus Schinz, 1825",-84.142944,9.3858,Costa Rica,Puntarenas,2019-07-13T08:10:17,HUMAN_OBSERVATION,iNaturalist,Observations,279536156,10,GBIF
"Bradypus variegatus Schinz, 1825",-84.153167,9.396022,Costa Rica,Puntarenas,2019-07-05T11:12:09,HUMAN_OBSERVATION,iNaturalist,Observations,204995722,5,GBIF
"Bradypus variegatus Schinz, 1825",-73.067986,-3.555492,Peru,Loreto,2019-07-28T13:41:02,HUMAN_OBSERVATION,iNaturalist,Observations,237221404,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.121664,9.372504,Costa Rica,Puntarenas,2019-08-04T21:50:16,HUMAN_OBSERVATION,iNaturalist,Observations,30218179,62530,GBIF
"Bradypus variegatus Schinz, 1825",-82.256952,9.352977,Panama,Bocas del Toro,2019-08-04T12:42,HUMAN_OBSERVATION,iNaturalist,Observations,30219513,2,GBIF
"Bradypus variegatus Schinz, 1825",-84.578659,10.384644,Costa Rica,Alajuela,2019-08-03T16:04Z,HUMAN_OBSERVATION,iNaturalist,Observations,30585225,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.509204,10.451652,Costa Rica,Limón,2019-08-21T15:07:56Z,HUMAN_OBSERVATION,iNaturalist,Observations,31254912,6548,GBIF
"Bradypus variegatus Schinz, 1825",-83.92238,10.54238,Costa Rica,Heredia,2019-08-18T08:10:22Z,HUMAN_OBSERVATION,iNaturalist,Observations,31255122,9914,GBIF
"Bradypus variegatus Schinz, 1825",-84.017032,10.026943,Costa Rica,Heredia,2019-08-09T12:40:09,HUMAN_OBSERVATION,iNaturalist,Observations,31369527,6206,GBIF
"Bradypus variegatus Schinz, 1825",-83.563494,10.370851,Costa Rica,Limón,2019-08-16T16:53:22,HUMAN_OBSERVATION,iNaturalist,Observations,31726405,26167,GBIF
"Bradypus variegatus Schinz, 1825",-79.863001,9.196087,Panama,Colón,2019-08-23T14:10,HUMAN_OBSERVATION,iNaturalist,Observations,31763606,526,GBIF
"Bradypus variegatus Schinz, 1825",-84.688928,10.503,Costa Rica,Alajuela,2019-08-09T11:51,HUMAN_OBSERVATION,iNaturalist,Observations,33138433,207,GBIF
"Bradypus variegatus Schinz, 1825",-80.139144,8.615547,Panama,Coclé,2019-08-09T07:28,HUMAN_OBSERVATION,iNaturalist,Observations,33391535,61,GBIF
"Bradypus variegatus Schinz, 1825",-79.714651,9.122029,Panama,Colón,2019-08-03T16:54,HUMAN_OBSERVATION,iNaturalist,Observations,33392332,488,GBIF
"Bradypus variegatus Schinz, 1825",-79.714651,9.122029,Panama,Colón,2019-08-03T17:02,HUMAN_OBSERVATION,iNaturalist,Observations,33392340,488,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-74.211549,-8.700894,Peru,Ucayali,2019-08-21T11:59,HUMAN_OBSERVATION,iNaturalist,Observations,33627246,566,GBIF
"Bradypus variegatus Schinz, 1825",-84.143228,9.38595,Costa Rica,Puntarenas,2019-08-20T08:22:30,HUMAN_OBSERVATION,iNaturalist,Observations,33982744,9,GBIF
"Bradypus variegatus Schinz, 1825",-83.596492,8.47785,Costa Rica,Puntarenas,2019-08-13T16:03:10,HUMAN_OBSERVATION,iNaturalist,Observations,35626420,243,GBIF
"Bradypus variegatus Schinz, 1825",-79.659448,9.081651,Panama,Panamá,2019-08-18T09:38,HUMAN_OBSERVATION,iNaturalist,Observations,36466477,1052,GBIF
"Bradypus variegatus Schinz, 1825",-84.052208,9.936384,Costa Rica,San José,2019-08-28T17:55:05Z,HUMAN_OBSERVATION,iNaturalist,Observations,44348952,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.6974,10.459953,Costa Rica,Alajuela,2019-08-14T14:49:16,HUMAN_OBSERVATION,iNaturalist,Observations,48247625,2639,GBIF
"Bradypus variegatus Schinz, 1825",-42.771202,-22.453138,Brazil,Rio de Janeiro,2019-08-28,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-42.738514,-22.420191,Brazil,Rio de Janeiro,2019-08-20,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-42.771233,-22.451717,Brazil,Rio de Janeiro,2019-08-23,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-84.651039,10.470985,Costa Rica,Alajuela,2019-08-05,HUMAN_OBSERVATION,NA,NA,NA,10,GBIF
"Bradypus variegatus Schinz, 1825",-42.771233,-22.451717,Brazil,Rio de Janeiro,2019-08-23,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-42.771202,-22.453138,Brazil,Rio de Janeiro,2019-08-28,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-42.770966,-22.451021,Brazil,Rio de Janeiro,2019-08-23,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-43.052042,-22.557838,Brazil,Rio de Janeiro,2019-08-15T14:32,HUMAN_OBSERVATION,iNaturalist,Observations,67641862,4,GBIF
"Bradypus variegatus Schinz, 1825",-79.657122,9.076807,Panama,Panamá,2019-08-22T10:52:57,HUMAN_OBSERVATION,iNaturalist,Observations,31318115,209,GBIF
"Bradypus variegatus Schinz, 1825",-73.726176,6.799885,Colombia,Santander,2019-08-01,HUMAN_OBSERVATION,Ecopetrol S.A.,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-73.767349,6.773156,Colombia,Santander,2019-08-01,HUMAN_OBSERVATION,Ecopetrol S.A.,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-73.739865,6.934438,Colombia,Santander,2019-08-01,HUMAN_OBSERVATION,Ecopetrol S.A.,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.006673,10.432903,Costa Rica,Heredia,2019-08-07T07:31,HUMAN_OBSERVATION,iNaturalist,Observations,120808879,244,GBIF
"Bradypus variegatus Schinz, 1825",-73.23161,-4.30886,Peru,Loreto,2019-08-12T16:34,HUMAN_OBSERVATION,iNaturalist,Observations,147577604,5000,GBIF
"Bradypus variegatus Schinz, 1825",-42.771202,-22.453138,Brazil,Rio de Janeiro,2019-08-28,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-79.53418,8.971449,Panama,Panama,2019-08-04,HUMAN_OBSERVATION,NA,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.53418,8.971449,Panama,Panama,2019-08-04,HUMAN_OBSERVATION,NA,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.728149,10.461214,Costa Rica,Alajuela,2019-08-04T09:55,HUMAN_OBSERVATION,iNaturalist,Observations,198068909,211,GBIF
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,Costa Rica,Puntarenas,2019-08-11T14:43,HUMAN_OBSERVATION,iNaturalist,Observations,198075838,467,GBIF
"Bradypus variegatus Schinz, 1825",-75.6303,-0.8657,Ecuador,NA,2019-08-02,HUMAN_OBSERVATION,MAATE,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-69.032192,-12.569697,Peru,Madre de Dios,2019-08-30T20:26:41,HUMAN_OBSERVATION,iNaturalist,Observations,207167264,13968,GBIF
"Bradypus variegatus Schinz, 1825",-69.19442,-12.589772,Peru,Madre de Dios,2019-08-03T17:44,HUMAN_OBSERVATION,iNaturalist,Observations,263335152,977,GBIF
"Bradypus variegatus Schinz, 1825",-69.048743,-12.607478,Peru,Madre de Dios,2019-08-03T06:27,HUMAN_OBSERVATION,iNaturalist,Observations,270957618,527,GBIF
"Bradypus variegatus Schinz, 1825",-82.74273,9.656092,Costa Rica,Limón,2019-08-12T14:03:02Z,HUMAN_OBSERVATION,iNaturalist,Observations,30708425,10,GBIF
"Bradypus variegatus Schinz, 1825",-83.509622,10.5476,Costa Rica,Limón,2019-08-08T08:23,HUMAN_OBSERVATION,iNaturalist,Observations,311456842,NA,GBIF
"Bradypus variegatus Schinz, 1825",-82.83611,9.735066,Costa Rica,Limón,2019-08-11,HUMAN_OBSERVATION,iNaturalist,Observations,311456887,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.695395,10.436113,Costa Rica,Alajuela,2019-08-14T16:25:25,HUMAN_OBSERVATION,iNaturalist,Observations,314159379,6671,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-58.625543,-3.241711,Brazil,Amazonas,2019-08-15T05:44,HUMAN_OBSERVATION,iNaturalist,Observations,69053851,31,GBIF
"Bradypus variegatus Schinz, 1825",-68.25186,10.282844,Venezuela (Bolivarian Republic of),Carabobo,2019-09-01T06:51,HUMAN_OBSERVATION,iNaturalist,Observations,32045618,210,GBIF
"Bradypus variegatus Schinz, 1825",-83.88067,9.269469,Costa Rica,Puntarenas,2019-09-02T10:05:45,HUMAN_OBSERVATION,iNaturalist,Observations,32366948,1052,GBIF
"Bradypus variegatus brasiliensis Blainville, 1840",-43.259423,-22.476142,Brazil,Rio de Janeiro,2019-09-10T12:03:34,HUMAN_OBSERVATION,iNaturalist,Observations,34350330,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.546176,8.992778,Panama,Panamá,2019-09-21T09:49,HUMAN_OBSERVATION,iNaturalist,Observations,34787057,264,GBIF
"Bradypus variegatus Schinz, 1825",-83.416833,8.528051,Costa Rica,Puntarenas,2019-09-23T07:11,HUMAN_OBSERVATION,iNaturalist,Observations,35203164,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.416853,8.528035,Costa Rica,Puntarenas,2019-09-19T10:15,HUMAN_OBSERVATION,iNaturalist,Observations,35200804,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.642681,10.467834,Costa Rica,Alajuela,2019-09-30,HUMAN_OBSERVATION,iNaturalist,Observations,35256190,2168,GBIF
"Bradypus variegatus Schinz, 1825",-83.506923,10.448877,Costa Rica,Limón,2019-09-11,HUMAN_OBSERVATION,iNaturalist,Observations,35384909,210,GBIF
"Bradypus variegatus Schinz, 1825",-83.506923,10.448877,Costa Rica,Limón,2019-09-11,HUMAN_OBSERVATION,iNaturalist,Observations,35384910,210,GBIF
"Bradypus variegatus Schinz, 1825",-82.150558,9.244659,Panama,Bocas del Toro,2019-09-29T05:08,HUMAN_OBSERVATION,iNaturalist,Observations,36885625,4970,GBIF
"Bradypus variegatus Schinz, 1825",-79.649168,9.077609,Panama,Panamá,2019-09-22T18:41,HUMAN_OBSERVATION,iNaturalist,Observations,38225546,210,GBIF
"Bradypus variegatus Schinz, 1825",-83.881207,9.271676,Costa Rica,Puntarenas,2019-09-03T11:40:48,HUMAN_OBSERVATION,iNaturalist,Observations,41127415,263,GBIF
"Bradypus variegatus Schinz, 1825",-83.882515,9.270485,Costa Rica,Puntarenas,2019-09-03T11:51:12,HUMAN_OBSERVATION,iNaturalist,Observations,41127445,357,GBIF
"Bradypus variegatus Schinz, 1825",-84.104981,9.40846,Costa Rica,Puntarenas,2019-09-05T06:35:28Z,HUMAN_OBSERVATION,iNaturalist,Observations,43441974,5606,GBIF
"Bradypus variegatus Schinz, 1825",-79.54462,8.990633,Panama,Panamá,2019-09-06,HUMAN_OBSERVATION,iNaturalist,Observations,50059491,810,GBIF
"Bradypus variegatus Schinz, 1825",-84.157747,9.420708,Costa Rica,Puntarenas,2019-09-09,HUMAN_OBSERVATION,NA,NA,NA,16,GBIF
"Bradypus variegatus Schinz, 1825",-84.144284,9.388304,Costa Rica,Puntarenas,2019-09-10,HUMAN_OBSERVATION,NA,NA,NA,32,GBIF
"Bradypus variegatus Schinz, 1825",-84.644505,10.477838,Costa Rica,Alajuela,2019-09-01,HUMAN_OBSERVATION,NA,NA,NA,65,GBIF
"Bradypus variegatus Schinz, 1825",-79.745661,9.160845,Panama,Colón,2019-09-01,HUMAN_OBSERVATION,NA,NA,NA,64,GBIF
"Bradypus variegatus Schinz, 1825",-82.68648,9.636255,Costa Rica,Limón,2019-09-14,HUMAN_OBSERVATION,NA,NA,NA,100,GBIF
"Bradypus variegatus Schinz, 1825",-83.356133,10.008371,Costa Rica,Limón,2019-09-24,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus Schinz, 1825",-79.745661,9.160845,Panama,Colón,2019-09-01,HUMAN_OBSERVATION,NA,NA,NA,64,GBIF
"Bradypus variegatus Schinz, 1825",-63.099509,-17.768043,Bolivia (Plurinational State of),Santa Cruz,2019-09-30,HUMAN_OBSERVATION,NA,NA,NA,1000,GBIF
"Bradypus variegatus Schinz, 1825",-83.710371,9.241143,Costa Rica,San José,2019-09-22,HUMAN_OBSERVATION,NA,NA,NA,25,GBIF
"Bradypus variegatus variegatus Schinz, 1825",-39.149998,-16.562423,Brazil,Bahia,2019-09-18T08:56,HUMAN_OBSERVATION,iNaturalist,Observations,61034245,4312,GBIF
"Bradypus variegatus Schinz, 1825",-79.649242,9.077761,Panama,Panamá,2019-09-20T17:28:38,HUMAN_OBSERVATION,iNaturalist,Observations,35524578,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.649214,9.077694,Panama,Panamá,2019-09-22T17:46:29,HUMAN_OBSERVATION,iNaturalist,Observations,35941685,NA,GBIF
"Bradypus variegatus variegatus Schinz, 1825",-34.991964,-7.974791,Brazil,Pernambuco,2019-09-18T14:07,HUMAN_OBSERVATION,iNaturalist,Observations,56915510,9,GBIF
"Bradypus variegatus Schinz, 1825",-84.773769,10.873431,Costa Rica,Alajuela,2019-09-18,HUMAN_OBSERVATION,NA,NA,NA,377,GBIF
